Number	Accession	A's	G'c	C's	T's	N's	Length	GC%
13414	HQ200571	708	519	426	495	0	2148	fpCG
13415	HQ200572	295	270	214	238	0	1017	fpCG
13416	HQ200572	295	270	214	238	0	1017	fpCG
13417	HQ200573	281	212	178	204	0	875	fpCG
13418	HQ200573	281	212	178	204	0	875	fpCG
13419	FJ865293	319	195	207	222	0	943	fpCG
13420	FJ865317	250	243	182	212	0	888	fpCG
13421	FJ865317	250	243	182	212	0	888	fpCG
13422	FJ865341	401	307	244	328	0	1281	fpCG
13423	FJ865294	336	201	212	225	0	974	fpCG
13424	FJ865318	257	245	190	219	0	912	fpCG
13425	FJ865318	257	245	190	219	0	912	fpCG
13426	FJ865342	425	321	259	355	0	1360	fpCG
13427	FJ865234	396	258	251	269	0	1174	fpCG
13428	FJ865253	269	234	178	219	0	900	fpCG
13429	FJ865253	269	234	178	219	0	900	fpCG
13430	FJ865271	435	310	234	351	0	1330	fpCG
13431	FJ865235	386	254	246	263	0	1149	fpCG
13432	FJ865254	270	234	188	215	0	907	fpCG
13433	FJ865254	270	234	188	215	0	907	fpCG
13434	FJ865272	430	307	233	344	0	1314	fpCG
13435	FJ865236	387	253	246	263	0	1149	fpCG
13436	FJ865255	268	231	182	214	0	895	fpCG
13437	FJ865255	268	231	182	214	0	895	fpCG
13438	FJ865273	430	307	232	345	0	1314	fpCG
13439	FJ865237	398	257	250	269	0	1174	fpCG
13440	FJ865256	269	234	184	215	0	902	fpCG
13441	FJ865256	269	234	184	215	0	902	fpCG
13442	FJ865274	431	312	236	350	0	1330	fpCG
13443	FJ865295	333	202	217	220	0	972	fpCG
13444	FJ865319	257	245	190	220	0	913	fpCG
13445	FJ865319	257	245	190	220	0	913	fpCG
13446	FJ865343	410	314	247	341	0	1313	fpCG
13447	FJ865296	339	205	221	226	0	991	fpCG
13448	FJ865320	257	242	185	216	0	900	fpCG
13449	FJ865320	257	242	185	216	0	900	fpCG
13450	FJ865344	409	320	256	349	0	1336	fpCG
13451	FJ865297	338	199	216	227	0	980	fpCG
13452	FJ865321	257	242	184	213	0	897	fpCG
13453	FJ865321	257	242	184	213	0	897	fpCG
13454	FJ865345	400	315	240	330	0	1285	fpCG
13455	FJ865298	338	201	213	230	0	982	fpCG
13456	FJ865322	260	244	193	218	0	915	fpCG
13457	FJ865322	260	244	193	218	0	915	fpCG
13458	FJ865299	339	199	217	225	0	980	fpCG
13459	FJ865323	256	243	184	216	0	899	fpCG
13460	FJ865323	256	243	184	216	0	899	fpCG
13461	FJ865346	393	309	232	322	0	1256	fpCG
13462	FJ865238	395	262	251	271	0	1179	fpCG
13463	FJ865257	267	236	179	218	0	900	fpCG
13464	FJ865257	267	236	179	218	0	900	fpCG
13465	FJ865275	433	311	231	355	0	1330	fpCG
13466	FJ865300	338	200	217	224	1	980	fpCG
13467	FJ865324	261	246	196	225	0	928	fpCG
13468	FJ865324	261	246	196	225	0	928	fpCG
13469	FJ865239	394	261	250	271	0	1176	fpCG
13470	FJ865258	268	239	188	218	0	913	fpCG
13471	FJ865258	268	239	188	218	0	913	fpCG
13472	FJ865276	430	307	231	346	0	1314	fpCG
13473	HQ200596	608	417	314	434	0	1773	fpCG
13474	HQ200597	299	267	217	244	0	1027	fpCG
13475	HQ200597	299	267	217	244	0	1027	fpCG
13476	HQ200598	412	348	256	364	0	1380	fpCG
13477	HQ200599	496	417	307	325	0	1545	fpCG
13478	HQ200600	282	208	177	200	0	867	fpCG
13479	HQ200600	282	208	177	200	0	867	fpCG
13480	HQ200601	810	537	456	538	0	2341	fpCG
13481	FJ865301	338	203	219	227	0	987	fpCG
13482	FJ865325	254	244	183	213	0	895	fpCG
13483	FJ865325	254	244	183	213	0	895	fpCG
13484	FJ865347	410	322	257	350	0	1339	fpCG
13485	FJ865240	348	240	226	242	0	1056	fpCG
13486	FJ865259	264	229	188	216	0	897	fpCG
13487	FJ865259	264	229	188	216	0	897	fpCG
13488	FJ865277	427	303	232	340	0	1302	fpCG
13489	FJ865241	393	261	251	269	0	1174	fpCG
13490	FJ865260	274	241	195	226	0	937	fpCG
13491	FJ865260	274	241	195	226	0	937	fpCG
13492	FJ865278	429	307	231	345	0	1312	fpCG
13493	FJ865242	395	261	250	271	0	1177	fpCG
13494	FJ865261	271	240	194	224	0	929	fpCG
13495	FJ865261	271	240	194	224	0	929	fpCG
13496	FJ865279	431	307	231	348	0	1317	fpCG
13497	FJ865243	398	261	243	277	0	1179	fpCG
13498	FJ865262	266	233	181	212	0	892	fpCG
13499	FJ865262	266	233	181	212	0	892	fpCG
13500	FJ865280	384	263	204	300	0	1151	fpCG
13501	FJ865302	338	199	216	227	0	980	fpCG
13502	FJ865326	259	244	186	218	0	907	fpCG
13503	FJ865326	259	244	186	218	0	907	fpCG
13504	FJ865348	411	322	256	350	0	1339	fpCG
13505	FJ865244	395	262	251	271	0	1179	fpCG
13506	FJ865263	267	236	179	218	0	900	fpCG
13507	FJ865263	267	236	179	218	0	900	fpCG
13508	FJ865281	431	307	230	349	0	1317	fpCG
13509	FJ865303	341	201	218	229	0	989	fpCG
13510	FJ865327	263	247	199	229	0	938	fpCG
13511	FJ865327	263	247	199	229	0	938	fpCG
13512	FJ865349	395	316	238	327	0	1276	fpCG
13513	FJ865304	337	198	216	225	0	976	fpCG
13514	FJ865328	260	246	191	219	0	916	fpCG
13515	FJ865328	260	246	191	219	0	916	fpCG
13516	FJ865350	410	321	258	350	0	1340	fpCG
13517	FJ865305	339	207	218	229	0	993	fpCG
13518	FJ865329	260	246	196	225	0	927	fpCG
13519	FJ865329	260	246	196	225	0	927	fpCG
13520	FJ865351	412	320	257	350	0	1339	fpCG
13521	FJ865330	262	247	198	228	0	935	fpCG
13522	FJ865330	262	247	198	228	0	935	fpCG
13523	HQ200466	491	322	256	326	0	1395	fpCG
13524	CY009596	632	387	326	405	0	1750	fpCG
13525	CY009597	284	262	206	241	0	993	fpCG
13526	CY009597	284	262	206	241	0	993	fpCG
13527	CY009598	403	356	242	374	0	1375	fpCG
13528	CY009599	497	406	307	327	0	1537	fpCG
13529	CY009600	273	204	166	205	0	848	fpCG
13530	CY009600	273	204	166	205	0	848	fpCG
13531	CY009601	726	522	410	536	0	2194	fpCG
13532	CY009602	809	509	444	539	0	2301	fpCG
13533	CY009602	809	509	444	539	0	2301	fpCG
13534	CY009603	791	575	411	536	0	2313	fpCG
13535	K00961	42	32	17	20	0	111	fpCG
13536	GQ465661	781	590	434	503	0	2308	fpCG
13537	GQ465673	623	386	319	415	0	1743	fpCG
13538	GQ465685	292	253	208	239	0	992	fpCG
13539	GQ465685	292	253	208	239	0	992	fpCG
13540	GQ465697	453	331	264	374	0	1422	fpCG
13541	GQ465709	507	403	301	318	0	1529	fpCG
13542	GQ465721	274	202	170	209	0	855	fpCG
13543	GQ465721	274	202	170	209	0	855	fpCG
13544	GQ465733	720	536	433	511	0	2200	fpCG
13545	GQ465745	824	520	445	520	0	2309	fpCG
13546	GQ132140	779	592	434	503	0	2308	fpCG
13547	GQ132146	623	387	320	413	0	1743	fpCG
13548	GQ132151	291	254	208	239	0	992	fpCG
13549	GQ132151	291	254	208	239	0	992	fpCG
13550	GQ132156	453	331	264	374	0	1422	fpCG
13551	GQ132164	507	401	301	318	0	1527	fpCG
13552	GQ132169	274	202	170	209	0	855	fpCG
13553	GQ132169	274	202	170	209	0	855	fpCG
13554	GQ132174	720	536	433	511	0	2200	fpCG
13555	GQ132182	823	520	445	520	0	2308	fpCG
13556	GQ465667	780	590	432	506	0	2308	fpCG
13557	GQ465679	624	385	320	414	0	1743	fpCG
13558	GQ465691	289	255	208	240	0	992	fpCG
13559	GQ465691	289	255	208	240	0	992	fpCG
13560	GQ465702	452	332	264	374	0	1422	fpCG
13561	GQ465715	504	406	300	319	0	1529	fpCG
13562	GQ465727	276	201	169	209	0	855	fpCG
13563	GQ465727	276	201	169	209	0	855	fpCG
13564	GQ465739	720	535	434	511	0	2200	fpCG
13565	GQ465751	823	521	446	519	0	2309	fpCG
13566	GQ402180	781	590	432	505	0	2308	fpCG
13567	GQ402200	619	386	321	415	0	1743	fpCG
13568	GQ402220	290	256	207	239	0	992	fpCG
13569	GQ402220	290	256	207	239	0	992	fpCG
13570	GQ402240	453	331	264	374	0	1422	fpCG
13571	GQ402260	506	404	302	317	0	1529	fpCG
13572	GQ402280	274	202	170	209	0	855	fpCG
13573	GQ402280	274	202	170	209	0	855	fpCG
13574	GQ402300	720	536	433	511	0	2200	fpCG
13575	GQ402320	825	519	443	522	0	2309	fpCG
13576	GQ402181	781	590	434	503	0	2308	fpCG
13577	GQ402201	622	386	321	414	0	1743	fpCG
13578	GQ402221	289	256	208	239	0	992	fpCG
13579	GQ402221	289	256	208	239	0	992	fpCG
13580	GQ402241	452	332	265	373	0	1422	fpCG
13581	GQ402261	504	406	301	318	0	1529	fpCG
13582	GQ402281	274	202	170	209	0	855	fpCG
13583	GQ402281	274	202	170	209	0	855	fpCG
13584	GQ402301	720	536	432	512	0	2200	fpCG
13585	GQ402321	822	522	445	520	0	2309	fpCG
13586	GQ402182	781	590	432	505	0	2308	fpCG
13587	GQ402202	619	387	321	415	0	1743	fpCG
13588	GQ402222	290	256	207	239	0	992	fpCG
13589	GQ402222	290	256	207	239	0	992	fpCG
13590	GQ402242	452	332	264	374	0	1422	fpCG
13591	GQ402262	506	404	302	317	0	1529	fpCG
13592	GQ402282	275	201	170	209	0	855	fpCG
13593	GQ402282	275	201	170	209	0	855	fpCG
13594	GQ402302	720	536	433	511	0	2200	fpCG
13595	GQ402322	825	519	443	522	0	2309	fpCG
13596	GQ402183	781	590	433	504	0	2308	fpCG
13597	GQ402203	619	385	322	415	0	1743	fpCG
13598	GQ402223	290	256	207	239	0	992	fpCG
13599	GQ402223	290	256	207	239	0	992	fpCG
13600	GQ402243	453	331	264	374	0	1422	fpCG
13601	GQ402263	506	404	301	318	0	1529	fpCG
13602	GQ402283	275	201	170	209	0	855	fpCG
13603	GQ402283	275	201	170	209	0	855	fpCG
13604	GQ402303	720	536	433	511	0	2200	fpCG
13605	GQ402323	824	520	442	523	0	2309	fpCG
13606	GQ402184	780	591	433	504	0	2308	fpCG
13607	GQ402204	621	386	321	414	0	1743	fpCG
13608	GQ402224	290	256	207	239	0	992	fpCG
13609	GQ402224	290	256	207	239	0	992	fpCG
13610	GQ402244	453	331	264	374	0	1422	fpCG
13611	GQ402264	506	404	301	318	0	1529	fpCG
13612	GQ402284	275	201	169	210	0	855	fpCG
13613	GQ402284	275	201	169	210	0	855	fpCG
13614	GQ402304	721	535	433	511	0	2200	fpCG
13615	GQ402324	824	520	444	521	0	2309	fpCG
13616	GQ402185	782	589	434	503	0	2308	fpCG
13617	GQ402205	622	386	321	414	0	1743	fpCG
13618	GQ402225	289	256	208	239	0	992	fpCG
13619	GQ402225	289	256	208	239	0	992	fpCG
13620	GQ402245	452	332	265	373	0	1422	fpCG
13621	GQ402265	504	405	302	318	0	1529	fpCG
13622	GQ402285	274	202	170	209	0	855	fpCG
13623	GQ402285	274	202	170	209	0	855	fpCG
13624	GQ402305	720	536	432	512	0	2200	fpCG
13625	GQ402325	823	521	445	520	0	2309	fpCG
13626	GQ402186	781	590	432	505	0	2308	fpCG
13627	GQ402206	619	386	321	415	0	1743	fpCG
13628	GQ402226	290	256	207	239	0	992	fpCG
13629	GQ402226	290	256	207	239	0	992	fpCG
13630	GQ402246	453	331	264	374	0	1422	fpCG
13631	GQ402266	506	404	302	317	0	1529	fpCG
13632	GQ402286	275	201	170	209	0	855	fpCG
13633	GQ402286	275	201	170	209	0	855	fpCG
13634	GQ402306	720	536	433	511	0	2200	fpCG
13635	GQ402326	825	519	443	522	0	2309	fpCG
13636	GQ402167	780	591	433	504	0	2308	fpCG
13637	GQ402187	619	387	321	415	0	1743	fpCG
13638	GQ402207	290	256	207	239	0	992	fpCG
13639	GQ402207	290	256	207	239	0	992	fpCG
13640	GQ402227	452	332	264	374	0	1422	fpCG
13641	GQ402247	507	403	301	318	0	1529	fpCG
13642	GQ402267	275	201	170	209	0	855	fpCG
13643	GQ402267	275	201	170	209	0	855	fpCG
13644	GQ402287	719	537	433	511	0	2200	fpCG
13645	GQ402307	825	519	443	522	0	2309	fpCG
13646	FJ998207	620	388	321	414	0	1743	fpCG
13647	FJ998210	289	256	208	239	0	992	fpCG
13648	FJ998210	289	256	208	239	0	992	fpCG
13649	FJ998213	452	332	263	374	0	1421	fpCG
13650	FJ998216	504	404	300	319	0	1527	fpCG
13651	FJ998219	281	202	176	215	0	874	fpCG
13652	FJ998219	281	202	176	215	0	874	fpCG
13653	FJ998222	720	535	434	511	0	2200	fpCG
13654	FJ998225	824	520	445	520	0	2309	fpCG
13655	GQ120442	779	592	434	503	0	2308	fpCG
13656	GQ132141	779	592	435	502	0	2308	fpCG
13657	GQ132147	620	388	321	414	0	1743	fpCG
13658	GQ132152	289	256	208	239	0	992	fpCG
13659	GQ132152	289	256	208	239	0	992	fpCG
13660	GQ132158	452	332	264	374	0	1422	fpCG
13661	GQ132165	503	405	300	319	0	1527	fpCG
13662	GQ132170	275	201	169	210	0	855	fpCG
13663	GQ132170	275	201	169	210	0	855	fpCG
13664	GQ132175	720	535	434	511	0	2200	fpCG
13665	GQ132183	823	520	445	520	0	2308	fpCG
13666	GQ132136	779	592	434	503	0	2308	fpCG
13667	GQ132142	620	388	321	414	0	1743	fpCG
13668	GQ132148	288	257	208	239	0	992	fpCG
13669	GQ132148	288	257	208	239	0	992	fpCG
13670	GQ132154	452	332	263	374	0	1421	fpCG
13671	GQ132160	504	404	300	319	0	1527	fpCG
13672	GQ132166	275	201	170	209	0	855	fpCG
13673	GQ132166	275	201	170	209	0	855	fpCG
13674	GQ132172	719	535	433	513	0	2200	fpCG
13675	GQ132178	822	521	446	519	0	2308	fpCG
13676	GQ465662	779	592	434	503	0	2308	fpCG
13677	GQ465674	620	388	321	414	0	1743	fpCG
13678	GQ465686	289	256	208	239	0	992	fpCG
13679	GQ465686	289	256	208	239	0	992	fpCG
13680	GQ465698	452	332	264	374	0	1422	fpCG
13681	GQ465710	504	406	300	319	0	1529	fpCG
13682	GQ465722	275	201	170	209	0	855	fpCG
13683	GQ465722	275	201	170	209	0	855	fpCG
13684	GQ465734	718	537	434	511	0	2200	fpCG
13685	GQ465746	824	520	446	519	0	2309	fpCG
13686	GQ465663	779	592	434	503	0	2308	fpCG
13687	GQ465675	620	388	321	414	0	1743	fpCG
13688	GQ465687	289	256	208	239	0	992	fpCG
13689	GQ465687	289	256	208	239	0	992	fpCG
13690	GQ465699	452	332	264	374	0	1422	fpCG
13691	GQ465711	504	406	299	320	0	1529	fpCG
13692	GQ465723	275	201	170	209	0	855	fpCG
13693	GQ465723	275	201	170	209	0	855	fpCG
13694	GQ465735	719	536	434	511	0	2200	fpCG
13695	GQ465747	824	520	445	520	0	2309	fpCG
13696	GQ465664	779	592	434	503	0	2308	fpCG
13697	GQ465676	620	388	321	414	0	1743	fpCG
13698	GQ465688	289	256	208	239	0	992	fpCG
13699	GQ465688	289	256	208	239	0	992	fpCG
13700	GQ465707	452	332	264	374	0	1422	fpCG
13701	GQ465712	504	406	300	319	0	1529	fpCG
13702	GQ465724	275	201	170	209	0	855	fpCG
13703	GQ465724	275	201	170	209	0	855	fpCG
13704	GQ465736	720	535	434	511	0	2200	fpCG
13705	GQ465748	824	520	445	520	0	2309	fpCG
13706	GQ132137	785	592	438	509	0	2324	fpCG
13707	GQ132143	623	385	320	414	0	1743	fpCG
13708	GQ132153	291	254	208	239	0	992	fpCG
13709	GQ132153	291	254	208	239	0	992	fpCG
13710	GQ132159	453	331	263	374	0	1421	fpCG
13711	GQ132162	507	401	301	318	0	1527	fpCG
13712	GQ132171	274	202	170	209	0	855	fpCG
13713	GQ132171	274	202	170	209	0	855	fpCG
13714	GQ132177	720	536	434	510	0	2200	fpCG
13715	GQ132180	823	520	445	520	0	2308	fpCG
13716	FJ998205	781	590	434	503	0	2308	fpCG
13717	FJ998209	623	386	320	414	0	1743	fpCG
13718	FJ998212	292	253	208	239	0	992	fpCG
13719	FJ998212	292	253	208	239	0	992	fpCG
13720	FJ998215	453	331	263	374	0	1421	fpCG
13721	FJ998218	507	401	301	318	0	1527	fpCG
13722	FJ998221	280	203	176	215	0	874	fpCG
13723	FJ998221	280	203	176	215	0	874	fpCG
13724	FJ998224	709	530	425	496	0	2160	fpCG
13725	FJ998227	824	520	445	520	0	2309	fpCG
13726	GQ132139	781	590	434	503	0	2308	fpCG
13727	GQ132144	622	387	320	414	0	1743	fpCG
13728	GQ132149	292	253	208	239	0	992	fpCG
13729	GQ132149	292	253	208	239	0	992	fpCG
13730	GQ132157	453	331	263	374	0	1421	fpCG
13731	GQ132163	507	401	301	318	0	1527	fpCG
13732	GQ132168	274	202	170	209	0	855	fpCG
13733	GQ132168	274	202	170	209	0	855	fpCG
13734	GQ132173	720	536	433	511	0	2200	fpCG
13735	GQ132181	823	520	445	520	0	2308	fpCG
13736	GQ465666	780	590	434	503	0	2308	fpCG
13737	GQ465678	623	386	320	414	0	1743	fpCG
13738	GQ465690	291	254	208	239	0	992	fpCG
13739	GQ465690	291	254	208	239	0	992	fpCG
13740	GQ465701	453	331	264	374	0	1422	fpCG
13741	GQ465714	507	403	301	318	0	1529	fpCG
13742	GQ465726	274	202	170	209	0	855	fpCG
13743	GQ465726	274	202	170	209	0	855	fpCG
13744	GQ465738	720	536	433	511	0	2200	fpCG
13745	GQ465750	824	520	445	520	0	2309	fpCG
13746	GQ465665	780	591	434	503	0	2308	fpCG
13747	GQ465677	623	386	320	414	0	1743	fpCG
13748	GQ465689	289	256	208	239	0	992	fpCG
13749	GQ465689	289	256	208	239	0	992	fpCG
13750	GQ465700	453	331	264	374	0	1422	fpCG
13751	GQ465713	504	406	299	320	0	1529	fpCG
13752	GQ465725	275	201	169	210	0	855	fpCG
13753	GQ465725	275	201	169	210	0	855	fpCG
13754	GQ465737	719	537	433	511	0	2200	fpCG
13755	GQ465749	822	522	445	520	0	2309	fpCG
13756	GQ465668	780	591	434	503	0	2308	fpCG
13757	GQ465680	622	386	320	415	0	1743	fpCG
13758	GQ465692	290	255	207	240	0	992	fpCG
13759	GQ465692	290	255	207	240	0	992	fpCG
13760	GQ465703	453	331	263	375	0	1422	fpCG
13761	GQ465716	506	404	301	318	0	1529	fpCG
13762	GQ465728	275	201	170	209	0	855	fpCG
13763	GQ465728	275	201	170	209	0	855	fpCG
13764	GQ465740	721	535	433	511	0	2200	fpCG
13765	GQ465752	824	520	444	521	0	2309	fpCG
13766	GQ402174	780	591	434	503	0	2308	fpCG
13767	GQ402194	623	386	320	414	0	1743	fpCG
13768	GQ402214	289	256	208	239	0	992	fpCG
13769	GQ402214	289	256	208	239	0	992	fpCG
13770	GQ402234	452	332	264	374	0	1422	fpCG
13771	GQ402254	505	405	300	319	0	1529	fpCG
13772	GQ402274	275	201	170	209	0	855	fpCG
13773	GQ402274	275	201	170	209	0	855	fpCG
13774	GQ402294	720	535	433	512	0	2200	fpCG
13775	GQ402314	824	520	445	520	0	2309	fpCG
13776	GQ402175	780	591	434	503	0	2308	fpCG
13777	GQ402195	624	385	320	414	0	1743	fpCG
13778	GQ402215	291	254	208	239	0	992	fpCG
13779	GQ402215	291	254	208	239	0	992	fpCG
13780	GQ402235	451	333	264	374	0	1422	fpCG
13781	GQ402255	506	404	301	318	0	1529	fpCG
13782	GQ402275	274	202	170	209	0	855	fpCG
13783	GQ402275	274	202	170	209	0	855	fpCG
13784	GQ402295	720	536	433	511	0	2200	fpCG
13785	GQ402315	824	520	445	520	0	2309	fpCG
13786	GQ402179	780	591	434	503	0	2308	fpCG
13787	GQ402199	622	386	320	415	0	1743	fpCG
13788	GQ402219	290	255	207	240	0	992	fpCG
13789	GQ402219	290	255	207	240	0	992	fpCG
13790	GQ402239	454	330	263	375	0	1422	fpCG
13791	GQ402259	506	404	301	318	0	1529	fpCG
13792	GQ402279	275	201	170	209	0	855	fpCG
13793	GQ402279	275	201	170	209	0	855	fpCG
13794	GQ402299	721	535	433	511	0	2200	fpCG
13795	GQ402319	823	521	445	520	0	2309	fpCG
13796	GQ402176	781	590	434	503	0	2308	fpCG
13797	GQ402196	622	386	321	414	0	1743	fpCG
13798	GQ402216	289	256	208	239	0	992	fpCG
13799	GQ402216	289	256	208	239	0	992	fpCG
13800	GQ402236	452	332	264	374	0	1422	fpCG
13801	GQ402256	504	406	301	318	0	1529	fpCG
13802	GQ402276	275	202	169	209	0	855	fpCG
13803	GQ402276	275	202	169	209	0	855	fpCG
13804	GQ402296	720	536	433	511	0	2200	fpCG
13805	GQ402316	823	521	445	520	0	2309	fpCG
13806	GQ465669	780	591	434	503	0	2308	fpCG
13807	GQ465681	622	386	322	413	0	1743	fpCG
13808	GQ465693	289	256	208	239	0	992	fpCG
13809	GQ465693	289	256	208	239	0	992	fpCG
13810	GQ465704	453	331	265	373	0	1422	fpCG
13811	GQ465717	505	406	300	318	0	1529	fpCG
13812	GQ465729	275	201	170	209	0	855	fpCG
13813	GQ465729	275	201	170	209	0	855	fpCG
13814	GQ465741	721	535	432	512	0	2200	fpCG
13815	GQ465753	822	522	444	521	0	2309	fpCG
13816	GQ402177	780	590	434	503	0	2308	fpCG
13817	GQ402197	623	386	321	413	0	1743	fpCG
13818	GQ402217	289	256	208	239	0	992	fpCG
13819	GQ402217	289	256	208	239	0	992	fpCG
13820	GQ402237	452	331	265	374	0	1422	fpCG
13821	GQ402257	506	406	300	317	0	1529	fpCG
13822	GQ402277	275	201	170	209	0	855	fpCG
13823	GQ402277	275	201	170	209	0	855	fpCG
13824	GQ402297	720	535	433	512	0	2200	fpCG
13825	GQ402317	822	522	444	521	0	2309	fpCG
13826	GQ465670	780	591	434	503	0	2308	fpCG
13827	GQ465682	622	386	322	413	0	1743	fpCG
13828	GQ465694	289	256	208	239	0	992	fpCG
13829	GQ465694	289	256	208	239	0	992	fpCG
13830	GQ465705	453	331	265	373	0	1422	fpCG
13831	GQ465718	505	406	300	318	0	1529	fpCG
13832	GQ465730	275	201	170	209	0	855	fpCG
13833	GQ465730	275	201	170	209	0	855	fpCG
13834	GQ465742	720	535	433	512	0	2200	fpCG
13835	GQ465754	822	522	444	521	0	2309	fpCG
13836	GQ465671	780	591	434	503	0	2308	fpCG
13837	GQ465683	622	386	322	413	0	1743	fpCG
13838	GQ465695	289	256	208	239	0	992	fpCG
13839	GQ465695	289	256	208	239	0	992	fpCG
13840	GQ465706	453	331	265	373	0	1422	fpCG
13841	GQ465719	505	406	300	318	0	1529	fpCG
13842	GQ465731	275	201	170	209	0	855	fpCG
13843	GQ465731	275	201	170	209	0	855	fpCG
13844	GQ465743	721	534	433	512	0	2200	fpCG
13845	GQ465755	822	522	444	521	0	2309	fpCG
13846	GQ402178	781	590	434	503	0	2308	fpCG
13847	GQ402198	622	386	322	413	0	1743	fpCG
13848	GQ402218	289	256	208	239	0	992	fpCG
13849	GQ402218	289	256	208	239	0	992	fpCG
13850	GQ402238	453	331	265	373	0	1422	fpCG
13851	GQ402258	505	406	300	318	0	1529	fpCG
13852	GQ402278	275	201	170	209	0	855	fpCG
13853	GQ402278	275	201	170	209	0	855	fpCG
13854	GQ402298	720	535	433	512	0	2200	fpCG
13855	GQ402318	822	522	444	521	0	2309	fpCG
13856	GQ465660	781	590	433	504	0	2308	fpCG
13857	GQ465672	619	387	321	415	0	1743	fpCG
13858	GQ465684	291	255	207	239	0	992	fpCG
13859	GQ465684	291	255	207	239	0	992	fpCG
13860	GQ465696	452	332	263	375	0	1422	fpCG
13861	GQ465708	508	402	301	318	0	1529	fpCG
13862	GQ465720	276	201	170	208	0	855	fpCG
13863	GQ465720	276	201	170	208	0	855	fpCG
13864	GQ465732	720	536	432	512	0	2200	fpCG
13865	GQ465744	826	518	443	522	0	2309	fpCG
13866	AY209920	433	343	267	367	0	1410	fpCG
13867	AY209976	354	233	212	221	0	1020	fpCG
13868	AY210053	272	264	208	238	0	982	fpCG
13869	AY210053	272	264	208	238	0	982	fpCG
13870	AY210092	488	397	296	316	0	1497	fpCG
13871	AY210181	271	200	166	201	0	838	fpCG
13872	AY210181	271	200	166	201	0	838	fpCG
13873	AF180647	326	217	222	222	0	987	fpCG
13874	AF180577	333	213	218	223	0	987	fpCG
13875	EU879073	431	335	275	364	0	1406	fpCG
13876	EF584355	434	340	272	364	0	1410	fpCG
13877	AF008779	326	221	216	224	0	987	fpCG
13878	EF584369	435	339	272	364	0	1410	fpCG
13879	AF008760	327	218	215	227	0	987	fpCG
13880	AF008738	328	216	216	227	0	987	fpCG
13881	AY210124	429	349	263	369	0	1410	fpCG
13882	AY210143	788	566	408	518	0	2280	fpCG
13883	AY210200	717	515	408	511	0	2151	fpCG
13884	AY210229	487	395	301	314	0	1497	fpCG
13885	AY210258	276	261	209	236	0	982	fpCG
13886	AY210258	276	261	209	236	0	982	fpCG
13887	AY210277	802	522	446	504	0	2274	fpCG
13888	AY210304	274	198	163	203	0	838	fpCG
13889	AY210304	274	198	163	203	0	838	fpCG
13890	AF180576	333	213	218	223	0	987	fpCG
13891	AY210107	435	344	265	366	0	1410	fpCG
13892	AY210214	486	396	299	316	0	1497	fpCG
13893	AY210244	274	263	208	237	0	982	fpCG
13894	AY210244	274	263	208	237	0	982	fpCG
13895	AY210296	270	202	165	201	0	838	fpCG
13896	AY210296	270	202	165	201	0	838	fpCG
13897	EU879065	428	335	275	364	0	1403	fpCG
13898	AF008742	329	216	217	225	0	987	fpCG
13899	EU879074	451	339	281	371	0	1443	fpCG
13900	EU879067	430	335	274	364	0	1403	fpCG
13901	EF584344	435	339	272	364	0	1410	fpCG
13902	EU879076	429	331	266	357	0	1383	fpCG
13903	EF584350	439	333	271	367	0	1410	fpCG
13904	AF501516	335	212	217	223	0	987	fpCG
13905	DQ085799	423	326	256	348	0	1353	fpCG
13906	HM149351	447	331	247	363	0	1388	fpCG
13907	AF503482	351	219	224	235	0	1029	fpCG
13908	AF008735	327	217	217	226	0	987	fpCG
13909	L19021	354	224	225	229	0	1032	fpCG
13910	DQ009917	572	410	305	402	0	1689	fpCG
13911	DQ009918	429	344	269	368	0	1410	fpCG
13912	DQ009919	273	263	208	238	0	982	fpCG
13913	DQ009919	273	263	208	238	0	982	fpCG
13914	DQ009920	484	399	298	316	0	1497	fpCG
13915	DQ009921	719	515	402	515	0	2151	fpCG
13916	DQ009922	801	521	458	494	0	2274	fpCG
13917	DQ009923	774	578	406	522	0	2280	fpCG
13918	DQ009924	272	199	167	200	0	838	fpCG
13919	DQ009924	272	199	167	200	0	838	fpCG
13920	EU879070	461	342	279	372	0	1454	fpCG
13921	EU879066	392	319	237	323	0	1272	fpCG
13922	EU502614	334	209	219	225	0	987	fpCG
13923	EU502615	336	207	219	225	0	987	fpCG
13924	EU502616	336	209	219	223	0	987	fpCG
13925	EU502617	335	208	219	225	0	987	fpCG
13926	EU502612	337	206	219	225	0	987	fpCG
13927	EU502589	341	203	218	225	0	987	fpCG
13928	EU502560	337	206	219	225	0	987	fpCG
13929	EU502561	337	206	219	225	0	987	fpCG
13930	EU502618	336	207	219	225	0	987	fpCG
